index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare,cancellation,meal,check_in_baggage,cabin_baggage,origin_name,destination_name
1111,BOM,PAT,11:20:00,1,02:30:00,13:50:00,1,G8351,G8,Go First,11027,,,not available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1112,BOM,PAT,09:10:00,3,02:30:00,11:40:00,3,6E6301,6E,IndiGo,11027,,,available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1113,BOM,PAT,11:20:00,5,02:30:00,13:50:00,5,G8351,G8,Go First,11027,,,not available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1114,BOM,PAT,09:10:00,5,02:30:00,11:40:00,5,6E6301,6E,IndiGo,11027,,,available,not available,max 7 kg,max 15 kg,Mumbai,Patna
1115,BOM,PAT,11:20:00,4,02:30:00,13:50:00,4,G8351,G8,Go First,11027,,,available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1116,BOM,PAT,11:20:00,6,02:30:00,13:50:00,6,G8351,G8,Go First,11027,,,available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1117,BOM,PAT,11:20:00,0,02:30:00,13:50:00,0,G8351,G8,Go First,11027,,,available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1118,BOM,PAT,11:20:00,3,02:30:00,13:50:00,3,G8351,G8,Go First,11027,,,available,chargeable,max 7 kg,max 15 kg,Mumbai,Patna
1119,BOM,PAT,09:10:00,1,02:30:00,11:40:00,1,6E6301,6E,IndiGo,11027,,,available,not available,max 7 kg,max 15 kg,Mumbai,Patna
1120,BLR,DEL,21:50:00,5,02:45:00,00:35:00,6,SG536,SG,SpiceJet,7324,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1121,BLR,DEL,05:55:00,6,02:30:00,08:25:00,6,SG136,SG,SpiceJet,7420,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1122,BLR,DEL,21:50:00,6,02:45:00,00:35:00,0,SG536,SG,SpiceJet,7420,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1123,BLR,DEL,21:50:00,0,02:45:00,00:35:00,1,SG536,SG,SpiceJet,7420,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1124,BLR,DEL,11:15:00,6,02:40:00,13:55:00,6,I5741,I5,AirAsia India,7448,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1125,BLR,DEL,06:10:00,5,02:45:00,08:55:00,5,I51528,I5,AirAsia India,7448,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1126,BLR,DEL,06:10:00,6,02:45:00,08:55:00,6,I51528,I5,AirAsia India,7448,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1127,BLR,DEL,22:30:00,1,02:50:00,01:20:00,2,I5749,I5,AirAsia India,7448,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Delhi
1128,BLR,DEL,22:30:00,5,02:50:00,01:20:00,6,I5749,I5,AirAsia India,7448,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1129,BLR,DEL,19:25:00,6,02:50:00,22:15:00,6,I5996,I5,AirAsia India,7448,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1130,BLR,DEL,22:30:00,6,02:50:00,01:20:00,0,I5749,I5,AirAsia India,7448,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1131,BLR,DEL,18:15:00,5,02:55:00,21:10:00,5,I51731,I5,AirAsia India,7448,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1132,BLR,DEL,18:15:00,6,02:55:00,21:10:00,6,I51731,I5,AirAsia India,7448,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1133,BLR,DEL,11:15:00,4,02:40:00,13:55:00,4,I5741,I5,AirAsia India,7449,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1134,BLR,DEL,22:30:00,4,02:50:00,01:20:00,5,I5749,I5,AirAsia India,7449,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1135,BLR,DEL,18:15:00,1,02:55:00,21:10:00,1,I51731,I5,AirAsia India,7449,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1136,BLR,DEL,18:15:00,0,02:55:00,21:10:00,0,I51731,I5,AirAsia India,7449,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1137,BLR,DEL,18:15:00,4,02:55:00,21:10:00,4,I51731,I5,AirAsia India,7449,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1138,BLR,DEL,05:45:00,0,02:40:00,08:25:00,0,G8116,G8,Go First,7742,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1139,BLR,DEL,21:00:00,1,02:45:00,23:45:00,1,G8118,G8,Go First,7742,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1140,BLR,DEL,05:45:00,6,02:40:00,08:25:00,6,G8116,G8,Go First,7743,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1141,BLR,DEL,05:45:00,1,02:40:00,08:25:00,1,G8116,G8,Go First,7743,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1142,BLR,DEL,05:45:00,4,02:40:00,08:25:00,4,G8116,G8,Go First,7743,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1143,BLR,DEL,21:00:00,5,02:45:00,23:45:00,5,G8118,G8,Go First,7743,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1144,BLR,DEL,21:00:00,6,02:45:00,23:45:00,6,G8118,G8,Go First,7743,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Delhi
1145,BLR,BOM,18:45:00,1,01:55:00,20:40:00,1,I5612,I5,AirAsia India,5660,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1146,BLR,BOM,18:45:00,4,01:55:00,20:40:00,4,I5612,I5,AirAsia India,5660,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1147,BLR,BOM,18:45:00,6,01:55:00,20:40:00,6,I5612,I5,AirAsia India,5816,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1148,BLR,BOM,08:55:00,4,01:40:00,10:35:00,4,G8395,G8,Go First,5937,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Mumbai
1149,BLR,BOM,17:00:00,1,01:45:00,18:45:00,1,G8320,G8,Go First,5937,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1150,BLR,BOM,18:25:00,6,01:40:00,20:05:00,6,G8399,G8,Go First,5938,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1151,BLR,BOM,08:55:00,6,01:40:00,10:35:00,6,G8395,G8,Go First,5938,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1152,BLR,BOM,17:00:00,6,01:45:00,18:45:00,6,G8320,G8,Go First,5938,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1153,BLR,BOM,06:40:00,5,01:35:00,08:15:00,5,UK858,UK,Vistara,8000,9532,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1154,BLR,BOM,08:30:00,5,01:45:00,10:15:00,5,UK846,UK,Vistara,8000,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1155,BLR,BOM,21:40:00,5,01:45:00,23:25:00,5,UK866,UK,Vistara,8000,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1156,BLR,BOM,18:55:00,5,01:45:00,20:40:00,5,UK864,UK,Vistara,8000,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1157,BLR,BOM,10:15:00,5,01:45:00,12:00:00,5,UK544,UK,Vistara,8000,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1158,BLR,BOM,18:55:00,0,01:45:00,20:40:00,0,UK864,UK,Vistara,8179,9532,23056,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1159,BLR,BOM,21:40:00,0,01:45:00,23:25:00,0,UK866,UK,Vistara,8179,9532,23056,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1160,BLR,BOM,10:15:00,0,01:45:00,12:00:00,0,UK544,UK,Vistara,8179,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1161,BLR,BOM,18:25:00,5,01:50:00,20:15:00,5,UK854,UK,Vistara,8179,9532,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Mumbai
1162,BLR,MAA,05:45:00,4,01:30:00,07:15:00,4,SG3027,SG,SpiceJet,6179,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1163,BLR,MAA,05:45:00,2,01:30:00,07:15:00,2,SG3027,SG,SpiceJet,6543,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1164,BLR,MAA,08:05:00,6,01:00:00,09:05:00,6,6E6825,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1165,BLR,MAA,11:10:00,4,01:00:00,12:10:00,4,6E6212,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1166,BLR,MAA,11:10:00,2,01:00:00,12:10:00,2,6E6212,6E,IndiGo,6945,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1167,BLR,MAA,11:10:00,0,01:00:00,12:10:00,0,6E6212,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1168,BLR,MAA,08:05:00,1,01:00:00,09:05:00,1,6E6825,6E,IndiGo,6945,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1169,BLR,MAA,08:05:00,4,01:00:00,09:05:00,4,6E6825,6E,IndiGo,6945,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Chennai
1170,BLR,MAA,11:10:00,3,01:00:00,12:10:00,3,6E6212,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1171,BLR,MAA,08:05:00,5,01:00:00,09:05:00,5,6E6825,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1172,BLR,MAA,11:10:00,1,01:00:00,12:10:00,1,6E6212,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1173,BLR,MAA,14:50:00,1,01:05:00,15:55:00,1,6E841,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1174,BLR,MAA,17:25:00,0,01:05:00,18:30:00,0,6E356,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1175,BLR,MAA,14:50:00,0,01:05:00,15:55:00,0,6E841,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1176,BLR,MAA,07:00:00,1,01:05:00,08:05:00,1,6E6269,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1177,BLR,MAA,07:00:00,5,01:05:00,08:05:00,5,6E6269,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1178,BLR,MAA,09:35:00,6,01:15:00,10:50:00,6,6E541,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1179,BLR,MAA,09:35:00,1,01:15:00,10:50:00,1,6E541,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1180,BLR,MAA,09:35:00,2,01:15:00,10:50:00,2,6E541,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1181,BLR,MAA,09:35:00,5,01:15:00,10:50:00,5,6E541,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1182,BLR,MAA,09:35:00,3,01:15:00,10:50:00,3,6E541,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1183,BLR,MAA,09:35:00,4,01:15:00,10:50:00,4,6E541,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1184,BLR,MAA,20:05:00,0,01:00:00,21:05:00,0,6E478,6E,IndiGo,7066,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1185,BLR,MAA,08:05:00,3,01:00:00,09:05:00,3,6E6825,6E,IndiGo,7066,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Chennai
1186,BLR,MAA,14:50:00,4,01:05:00,15:55:00,4,6E841,6E,IndiGo,7066,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Chennai
1187,BLR,COK,23:55:00,0,01:00:00,00:55:00,1,G87005,G8,Go First,5113,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1188,BLR,COK,20:55:00,5,01:00:00,21:55:00,5,6E382,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1189,BLR,COK,20:55:00,6,01:00:00,21:55:00,6,6E382,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1190,BLR,COK,09:55:00,6,01:00:00,10:55:00,6,6.00E+113,6E,IndiGo,6945,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Kochi
1191,BLR,COK,16:20:00,0,01:00:00,17:20:00,0,6E602,6E,IndiGo,6945,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1192,BLR,COK,20:15:00,0,01:00:00,21:15:00,0,I5991,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1193,BLR,COK,20:15:00,3,01:00:00,21:15:00,3,I5991,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1194,BLR,COK,16:20:00,5,01:00:00,17:20:00,5,6E602,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1195,BLR,COK,20:15:00,2,01:00:00,21:15:00,2,I5991,I5,AirAsia India,6945,,,not available,not available,max 7 kg,max 15 kg,Bengaluru,Kochi
1196,BLR,COK,16:20:00,3,01:00:00,17:20:00,3,6E602,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1197,BLR,COK,09:55:00,0,01:00:00,10:55:00,0,6.00E+113,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1198,BLR,COK,20:15:00,5,01:00:00,21:15:00,5,I5991,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1199,BLR,COK,20:15:00,6,01:00:00,21:15:00,6,I5991,I5,AirAsia India,6945,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1200,BLR,COK,09:55:00,5,01:00:00,10:55:00,5,6.00E+113,6E,IndiGo,6945,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1201,BLR,COK,19:40:00,5,01:05:00,20:45:00,5,6E6787,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1202,BLR,COK,19:40:00,6,01:05:00,20:45:00,6,6E6787,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1203,BLR,COK,21:15:00,4,01:05:00,22:20:00,4,I51427,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1204,BLR,COK,21:15:00,2,01:05:00,22:20:00,2,I51427,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1205,BLR,COK,19:40:00,0,01:05:00,20:45:00,0,6E6787,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1206,BLR,COK,19:40:00,2,01:05:00,20:45:00,2,6E6787,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1207,BLR,COK,21:15:00,3,01:05:00,22:20:00,3,I51427,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1208,BLR,COK,21:15:00,1,01:05:00,22:20:00,1,I51427,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1209,BLR,COK,13:10:00,0,01:05:00,14:15:00,0,6E703,6E,IndiGo,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1210,BLR,COK,21:15:00,6,01:05:00,22:20:00,6,I51427,I5,AirAsia India,6945,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kochi
1211,BLR,HYD,20:10:00,0,01:00:00,21:10:00,0,UK893,UK,Vistara,6718,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1212,BLR,HYD,20:10:00,6,01:00:00,21:10:00,6,UK893,UK,Vistara,6718,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1213,BLR,HYD,07:45:00,4,01:10:00,08:55:00,4,UK897,UK,Vistara,6718,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1214,BLR,HYD,07:45:00,6,01:10:00,08:55:00,6,UK897,UK,Vistara,6718,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1215,BLR,HYD,20:10:00,5,01:00:00,21:10:00,5,UK893,UK,Vistara,6897,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1216,BLR,HYD,07:45:00,5,01:10:00,08:55:00,5,UK897,UK,Vistara,6897,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1217,BLR,HYD,15:35:00,3,01:10:00,16:45:00,3,G8544,G8,Go First,6994,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1218,BLR,HYD,15:35:00,2,01:10:00,16:45:00,2,G8544,G8,Go First,7170,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1219,BLR,HYD,15:35:00,0,01:10:00,16:45:00,0,G8544,G8,Go First,7170,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1220,BLR,HYD,15:35:00,1,01:10:00,16:45:00,1,G8544,G8,Go First,7170,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1221,BLR,HYD,20:10:00,3,01:00:00,21:10:00,3,UK893,UK,Vistara,7249,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1222,BLR,HYD,07:45:00,3,01:10:00,08:55:00,3,UK897,UK,Vistara,7249,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1223,BLR,HYD,15:35:00,6,01:10:00,16:45:00,6,G8544,G8,Go First,7284,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1224,BLR,HYD,10:15:00,3,01:10:00,11:25:00,3,6E537,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1225,BLR,HYD,22:10:00,0,01:10:00,23:20:00,0,6E684,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1226,BLR,HYD,15:45:00,0,01:10:00,16:55:00,0,6E6067,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1227,BLR,HYD,18:50:00,3,01:15:00,20:05:00,3,6E638,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1228,BLR,HYD,05:15:00,6,01:15:00,06:30:00,6,6E6257,6E,IndiGo,7287,,,not available,not available,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1229,BLR,HYD,05:15:00,0,01:15:00,06:30:00,0,6E6257,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1230,BLR,HYD,05:15:00,3,01:15:00,06:30:00,3,6E6257,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1231,BLR,HYD,12:35:00,1,01:20:00,13:55:00,1,6E6491,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1232,BLR,HYD,07:35:00,6,01:10:00,08:45:00,6,I51576,I5,AirAsia India,7288,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1233,BLR,HYD,14:25:00,1,01:15:00,15:40:00,1,I5972,I5,AirAsia India,7288,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1234,BLR,HYD,20:10:00,2,01:00:00,21:10:00,2,UK893,UK,Vistara,7419,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Hyderabad
1235,BLR,TRV,05:55:00,4,01:15:00,07:10:00,4,6E873,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1236,BLR,TRV,05:55:00,0,01:15:00,07:10:00,0,6E873,6E,IndiGo,7287,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1237,BLR,TRV,05:55:00,5,01:15:00,07:10:00,5,6E873,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1238,BLR,TRV,05:55:00,6,01:15:00,07:10:00,6,6E873,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1239,BLR,TRV,05:55:00,3,01:15:00,07:10:00,3,6E873,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1240,BLR,TRV,05:55:00,2,01:15:00,07:10:00,2,6E873,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1241,BLR,TRV,05:55:00,1,01:15:00,07:10:00,1,6E873,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1242,BLR,TRV,11:25:00,4,01:20:00,12:45:00,4,6E6144,6E,IndiGo,7287,,,not available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1243,BLR,TRV,11:25:00,3,01:20:00,12:45:00,3,6E6144,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1244,BLR,TRV,11:25:00,0,01:20:00,12:45:00,0,6E6144,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1245,BLR,TRV,15:55:00,3,01:20:00,17:15:00,3,6E6502,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1246,BLR,TRV,11:25:00,2,01:20:00,12:45:00,2,6E6144,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1247,BLR,TRV,11:25:00,6,01:20:00,12:45:00,6,6E6144,6E,IndiGo,7287,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1248,BLR,TRV,15:55:00,0,01:20:00,17:15:00,0,6E6502,6E,IndiGo,7287,,,not available,not available,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1249,BLR,TRV,15:55:00,5,01:20:00,17:15:00,5,6E6502,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1250,BLR,TRV,15:55:00,4,01:20:00,17:15:00,4,6E6502,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1251,BLR,TRV,15:55:00,2,01:20:00,17:15:00,2,6E6502,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1252,BLR,TRV,15:55:00,1,01:20:00,17:15:00,1,6E6502,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1253,BLR,TRV,11:25:00,1,01:20:00,12:45:00,1,6E6144,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1254,BLR,TRV,11:25:00,5,01:20:00,12:45:00,5,6E6144,6E,IndiGo,7287,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1255,BLR,TRV,15:55:00,6,01:20:00,17:15:00,6,6E6502,6E,IndiGo,8336,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Thiruvananthapuram
1256,BLR,CCU,17:30:00,5,02:30:00,20:00:00,5,SG538,SG,SpiceJet,8958,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1257,BLR,CCU,17:30:00,6,02:30:00,20:00:00,6,SG538,SG,SpiceJet,8958,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1258,BLR,CCU,17:30:00,1,02:30:00,20:00:00,1,SG538,SG,SpiceJet,8958,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1259,BLR,CCU,17:30:00,0,02:30:00,20:00:00,0,SG538,SG,SpiceJet,8958,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1260,BLR,CCU,17:30:00,2,02:30:00,20:00:00,2,SG538,SG,SpiceJet,8958,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1261,BLR,CCU,17:30:00,3,02:30:00,20:00:00,3,SG538,SG,SpiceJet,8958,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1262,BLR,CCU,06:30:00,1,02:20:00,08:50:00,1,I52472,I5,AirAsia India,9360,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Kolkata
1263,BLR,CCU,06:30:00,5,02:20:00,08:50:00,5,I52472,I5,AirAsia India,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1264,BLR,CCU,06:30:00,3,02:20:00,08:50:00,3,I52472,I5,AirAsia India,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1265,BLR,CCU,06:30:00,4,02:20:00,08:50:00,4,I52472,I5,AirAsia India,9360,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Kolkata
1266,BLR,CCU,18:10:00,1,02:25:00,20:35:00,1,6.00E+217,6E,IndiGo,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1267,BLR,CCU,11:55:00,1,02:25:00,14:20:00,1,6E503,6E,IndiGo,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1268,BLR,CCU,13:40:00,1,02:25:00,16:05:00,1,6.00E+172,6E,IndiGo,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1269,BLR,CCU,18:10:00,3,02:25:00,20:35:00,3,6.00E+217,6E,IndiGo,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1270,BLR,CCU,22:05:00,5,02:30:00,00:35:00,6,6E538,6E,IndiGo,9360,,,available,not available,max 7 kg,max 15 kg,Bengaluru,Kolkata
1271,BLR,CCU,22:05:00,4,02:30:00,00:35:00,5,6E538,6E,IndiGo,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1272,BLR,CCU,17:55:00,1,02:30:00,20:25:00,1,I5592,I5,AirAsia India,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
1273,BLR,CCU,09:15:00,3,02:35:00,11:50:00,3,6E442,6E,IndiGo,9360,,,available,chargeable,max 7 kg,max 15 kg,Bengaluru,Kolkata
